Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/17/2017,06/08/2017,Referred to Outside - RTO,,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,03/23/2018,05/11/2018,Advised to Sue - ATS,No,WASHINGTON CROSSING,PA
Debt Collection Agency - 122,Billing Dispute - B02,05/02/2018,05/15/2018,Complaint Invalid - CIN,,SAINT PAUL,MN
Debt Collection Agency - 122,Billing Dispute - B02,09/07/2017,09/22/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKSVILLE,FL
Debt Collection Agency - 122,Misrepresentation - M01,12/26/2017,01/03/2018,Bill Reduced - BLR,Yes,ELMWOOD PARK,NJ
Garage - 049,Misrepresentation - M01,02/20/2018,03/06/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Debt Collection Agency - 122,Misrepresentation - M01,08/04/2017,08/25/2017,Bill Reduced - BLR,Yes,SAINT PAUL,MN
Garage - 049,Advertising/General - A01,06/13/2018,07/03/2018,Referred to Outside - RTO,,NEW YORK,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,05/18/2018,06/04/2018,Goods Exchanged - GEX,Yes,GARDEN CITY,NY
Tow Truck Company - 124,Billing Dispute - B02,04/27/2017,06/28/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Furniture Sales - 242,Advertising/Misleading - A02,04/04/2017,04/21/2017,Store Credit - SCR,Yes,HOUSTON,TX
Tow Truck Company - 124,Surcharge/Overcharge - S02,08/30/2017,09/15/2017,Cash Amount - AMT,Yes,BRONX,NY
Home Improvement Contractor - 100,Quality of Work - Q01,03/17/2017,04/11/2017,Unable to Locate Business - ULV,,NEW YORK,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/30/2017,09/07/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Furniture Sales - 242,Damaged Goods - D01,03/02/2018,03/15/2018,Goods Repaired - GRS,Yes,BROOKLYN,NY
Electronic Store - 001,Advertising/Misleading - A02,06/14/2017,07/11/2017,Complaint Invalid - CIN,,HUNTINGTON,NY
Tow Truck Company - 124,Misrepresentation - M01,12/27/2016,01/23/2017,Resolved and Consumer Satisfied - SPF,Yes,EAST ELMHURST,NY
Appliances - 244,Defective Goods - D02,03/07/2017,03/16/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,FARMINGDALE,NY
Home Improvement Contractor - 100,Breach of Contract - B03,05/03/2017,06/13/2017,Referred to Hearing - RTH,No,STATEN ISLAND,NY
Home Improvement Contractor - 100,Misrepresentation - M01,04/04/2017,05/04/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Wearing Apparel - 450,Defective Goods - D02,08/25/2017,09/29/2017,Resolved and Consumer Satisfied - SPF,Yes,EAST ELMHURST,NY
Tow Truck Company - 124,Damaged Goods - D01,05/11/2018,06/11/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,04/25/2017,05/26/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NORTH BERGEN,NJ
Pawnbroker - 080,Exchange Goods/Contract Cancelled - E01,12/20/2016,01/18/2017,Goods Received - GDR,Yes,OZONE PARK,NY
Tow Truck Company - 124,Billing Dispute - B02,08/16/2018,09/07/2018,Cash Amount - AMT,Yes,JAMAICA,NY
Electronic Store - 001,Breach of Contract - B03,04/13/2017,04/27/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Abandoned,11/02/2017,11/14/2017,Referred to Outside - RTO,,SAINT ALBANS,NY
Appliances - 244,Breach of Warranty - B04,07/27/2017,08/23/2017,Store Credit - SCR,Yes,HOFFMAN ESTATES,IL
Debt Collection Agency - 122,Billing Dispute - B02,08/17/2018,09/11/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,01/12/2018,01/29/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,08/24/2017,09/11/2017,Advised to Sue - ATS,No,NEW YORK,NY
Appliances - 244,Damaged Goods - D01,03/28/2017,03/30/2017,Cash Amount - AMT,Yes,ATLANTA,GA
Travel Agency - 440,Non-Delivery of Goods - N01,12/08/2017,01/04/2018,Unable to Locate Business - ULV,,BROOKLYN,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,02/20/2018,03/12/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,04/12/2018,04/26/2018,Unable to Locate Business - ULV,,BRONX,NY
Health Spa - 839,Misrepresentation - M01,01/26/2018,02/13/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,MARIETTA,GA
Home Improvement Contractor - 100,Quality of Work - Q01,01/25/2017,01/25/2017,Referred to Hearing - RTH,No,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,07/13/2017,08/09/2017,Cash Amount - AMT,Yes,BRONX,NY
Pawnbroker - 080,Breach of Contract - B03,03/15/2018,04/27/2018,Cash Amount - AMT,Yes,BRONX,NY
Tow Truck Company - 124,Billing Dispute - B02,03/16/2018,03/26/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,03/09/2018,03/15/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/23/2017,07/17/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,04/13/2018,05/04/2018,Bill Reduced - BLR,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,04/26/2017,05/31/2017,Cash Amount - AMT,Yes,BAYSIDE,NY
Home Improvement Contractor - 100,Quality of Work - Q01,09/18/2017,10/24/2017,Advised to Sue - ATS,No,RICHMOND HILL,NY
Hotel/Motel - 460,Surcharge/Overcharge - S02,06/19/2018,06/20/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Jewelry Store-Retail - 823,Non-Delivery of Goods - N01,02/02/2018,02/26/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,05/18/2017,06/16/2017,Advised to Sue - ATS,No,YONKERS,NY
Appliances - 244,Breach of Warranty - B04,06/19/2017,07/31/2017,Consumer Took Action - CTA,No,IRVING,TX
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,04/06/2018,05/02/2018,Advised to Sue - ATS,No,BAYSIDE,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,08/09/2017,09/01/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,03/01/2017,04/11/2017,No Consumer Response - NCR,,S RICHMOND HL,NY
Electronic Store - 001,Advertising/Misleading - A02,09/13/2017,10/11/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,03/28/2017,05/31/2017,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Pawnbroker - 080,Exchange Goods/Contract Cancelled - E01,08/09/2017,08/30/2017,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Garage & Parking Lot - 098,Damaged Goods - D01,09/26/2017,11/03/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/13/2016,01/18/2017,Complaint Invalid - CIN,,SUNNYSIDE,NY
Retail Store - 820,Damaged Goods - D01,01/23/2018,01/29/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,03/27/2017,04/26/2017,Cash Amount - AMT,Yes,ASTORIA,NY
Mailorder Misc - 319,Non-Delivery of Goods - N01,07/31/2018,08/08/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,02/15/2017,03/15/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,03/15/2018,03/30/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,BROOKLYN,NY
Garage - 049,Damaged Goods - D01,07/06/2018,08/22/2018,Cash Amount - AMT,Yes,ASTORIA,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/14/2017,09/18/2017,Referred to Hearing - RTH,No,BROOKLYN,NY
Pawnbroker - 080,Exchange Goods/Contract Cancelled - E01,04/27/2018,05/10/2018,Advised to Sue - ATS,No,SAINT ALBANS,NY
Restaurant - 818,Surcharge/Overcharge - S02,08/28/2018,08/31/2018,Store Credit - SCR,Yes,NEW YORK,NY
Furniture Sales - 242,Damaged Goods - D01,06/07/2017,06/19/2017,Cash Amount - AMT,Yes,ASTORIA,NY
Drug Store Retail - 810,Exchange Goods/Contract Cancelled - E01,03/20/2018,04/06/2018,Advised to Sue - ATS,No,FLUSHING,NY
Appliances - 244,Defective Goods - D02,04/27/2018,05/15/2018,Referred to Outside - RTO,,ATLANTA,GA
Secondhand Dealer Auto - 005,Misrepresentation - M01,07/06/2018,07/24/2018,No Consumer Response - NCR,,RICHMOND HILL,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/07/2018,07/02/2018,No Satisfactory Agreement - NSA,No,BRONX,NY
Electronic Store - 001,Non-Delivery of Goods - N01,07/17/2018,07/31/2018,Cash Amount - AMT,Yes,WARREN,NJ
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/31/2017,06/29/2017,No Satisfactory Agreement - NSA,No,PELHAM,NY
Electronic Store - 001,Damaged Goods - D01,01/19/2017,03/17/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,04/12/2017,04/13/2017,Complaint Invalid - CIN,,ASTORIA,NY
Dry Cleaners - 230,Non-Delivery of Service - N02,09/19/2017,09/20/2017,Out of Business - OOB,,BROOKLYN,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/14/2017,08/29/2017,Consumer Took Action - CTA,No,QUEENS VLG,NY
Garage - 049,Surcharge/Overcharge - S02,07/31/2018,08/16/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,05/18/2017,06/05/2017,Cash Amount - AMT,Yes,LONG ISLAND CITY,NY
Debt Settlement - 248,Non-Delivery of Service - N02,09/19/2017,10/13/2017,Cash Amount - AMT,Yes,PLANO,TX
Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/14/2017,12/28/2017,Goods Repaired - GRS,Yes,QUEENS VILLAGE,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/20/2018,03/30/2018,Resolved and Consumer Satisfied - SPF,Yes,SIOUX FALLS,SD
Appliances - 244,Exchange Goods/Contract Cancelled - E01,11/16/2017,12/05/2017,Referred to Manufacturer - RMF,,FARMINGDALE,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,04/25/2017,05/03/2017,Referred to Manufacturer - RMF,,BRONX,NY
Debt Collection Agency - 122,Harassment - H01,08/18/2017,09/01/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Electronic Store - 001,Bait & Switch - B01,01/05/2018,02/07/2018,Bill Reduced - BLR,Yes,ALBUQUERQUE,NM
Parking Lot - 050,Damage / Estimate,09/13/2017,10/24/2017,Advised to Sue - ATS,No,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,12/29/2016,02/07/2017,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA
Furniture Sales - 242,Non-Delivery of Goods - N01,12/04/2017,12/13/2017,Cash Amount - AMT,Yes,BRONX,NY
Furniture Sales - 242,Damaged Goods - D01,08/01/2017,09/12/2017,Resolved and Consumer Satisfied - SPF,Yes,HOUSTON,TX
Electronic Store - 001,Misrepresentation - M01,05/25/2018,06/11/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,12/22/2017,01/17/2018,Cash Amount - AMT,Yes,BRONX,NY
Electronic Store - 001,Outstanding Judgment - J01,02/02/2018,03/15/2018,Referred to Outside - RTO,,NORTH HIGHLANDS,CA
Home Improvement Contractor - 100,Billing Dispute - B02,02/10/2017,03/30/2017,Advised to Sue - ATS,No,BAY SHORE,NY
Appliances - 244,Damaged Goods - D01,11/24/2017,12/14/2017,Goods Repaired - GRS,Yes,HOFFMAN ESTATES,IL
Furniture Sales - 242,Non-Delivery of Goods - N01,02/22/2018,03/07/2018,Out of Business - OOB,,BRONX,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,03/16/2018,04/11/2018,Cash Amount - AMT,Yes,BRONX,NY
Tow Truck Company - 124,Billing Dispute - B02,01/11/2017,03/16/2017,Cash Amount - AMT,Yes,OZONE PARK,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/23/2018,04/02/2018,Resolved and Consumer Satisfied - SPF,Yes,GREENWOOD VLG,CO
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,10/19/2017,10/25/2017,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Tow Truck Company - 124,Billing Dispute - B02,12/04/2017,12/15/2017,Advised to Sue - ATS,No,ROCKAWAY BEACH,NY
Electronic Store - 001,Misrepresentation - M01,06/20/2017,07/07/2017,Cash Amount - AMT,Yes,RICHFIELD,MN
Garage - 049,Damaged Goods - D01,05/19/2017,06/08/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/15/2017,04/19/2017,Resolved and Consumer Satisfied - SPF,Yes,LA CROSSE,WI
Tow Truck Company - 124,Damage / Estimate,05/22/2017,05/25/2017,Referred to Hearing - RTH,No,BRONX,NY
Tow Truck Company - 124,Non-Delivery Goods/Services,04/17/2018,04/25/2018,Cash Amount - AMT,Yes,BRONX,NY
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,08/14/2018,09/04/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/12/2018,06/15/2018,Cash Amount - AMT,Yes,FLUSHING,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/03/2018,07/20/2018,Resolved and Consumer Satisfied - SPF,Yes,CINCINNATI,OH
Home Improvement Contractor - 100,Quality of Work - Q01,09/14/2017,11/03/2017,Advised to Sue - ATS,No,NEW YORK,NY
Garage - 049,Surcharge/Overcharge - S02,05/18/2018,05/22/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,03/02/2018,03/27/2018,Referred to Outside - RTO,,BROOKLYN,NY
Electronic Store - 001,Misrepresentation - M01,06/15/2018,06/19/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic Store - 001,Breach of Contract - B03,04/27/2018,05/18/2018,Advised to Sue - ATS,No,OVERLAND,KS
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,07/28/2017,09/05/2017,No Consumer Response - NCR,,LONG ISLAND CITY,NY
Jewelry Store-Retail - 823,Misrepresentation - M01,08/15/2017,09/19/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Furniture Sales - 242,Damaged Goods - D01,03/22/2017,03/30/2017,Resolved and Consumer Satisfied - SPF,Yes,HICKSVILLE,NY
Funeral Homes - 888,Non-Delivery of Service - N02,09/25/2017,10/20/2017,Goods Received - GDR,Yes,BROOKLYN,NY
Tow Truck Company - 124,Billing Dispute - B02,12/12/2017,12/22/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Electronic Store - 001,Other - Z01,08/08/2017,09/20/2017,Complaint Invalid - CIN,,RIDGEFIELD PARK,NJ
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/15/2017,08/28/2017,Goods Exchanged - GEX,Yes,FLUSHING,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,06/02/2017,06/22/2017,Unable to Locate Business - ULV,,NEW YORK,NY
Secondhand Dealer Auto - 005,Defective Goods - D02,06/16/2017,08/09/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,08/09/2018,08/29/2018,Store Credit - SCR,Yes,LIVERPOOL,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,03/09/2018,04/04/2018,Advised to Sue - ATS,No,SOUTH OZONE PARK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,04/27/2018,06/07/2018,No Satisfactory Agreement - NSA,No,ELMONT,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,07/13/2018,08/29/2018,Bill Reduced - BLR,Yes,BRONX,NY
Tow Truck Company - 124,Billing Dispute - B02,06/15/2018,07/02/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Garage - 049,Misrepresentation - M01,04/10/2018,04/27/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,08/21/2017,08/24/2017,Cash Amount - AMT,Yes,QUEENS VLG,NY
Garage - 049,Damaged Goods - D01,05/30/2017,07/14/2017,Referred to Hearing - RTH,No,NEW YORK,NY
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,11/14/2017,12/06/2017,No Consumer Response - NCR,,BROOKLYN,NY
Electronic Store - 001,Misrepresentation - M01,02/03/2017,02/10/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,05/11/2018,06/22/2018,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Restaurant - 818,Surcharge/Overcharge - S02,07/07/2017,07/25/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/31/2018,08/07/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Garage - 049,Damaged Goods - D01,11/28/2017,12/15/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Tax Preparers - 891,Surcharge/Overcharge - S02,05/04/2018,05/22/2018,Advised to Sue - ATS,No,NEW YORK,NY
Furniture Sales - 242,Misrepresentation - M01,05/24/2017,06/30/2017,No Consumer Response - NCR,,BROOKLYN,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,01/20/2017,01/31/2017,No Satisfactory Agreement - NSA,No,JACKSON HTS,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,08/18/2017,09/05/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,06/18/2018,07/10/2018,Cash Amount - AMT,Yes,LONGWOOD,FL
Home Improvement Contractor - 100,Quality of Work - Q01,07/20/2017,08/02/2017,Resolved and Consumer Satisfied - SPF,Yes,SOUTH RICHMOND HILL,NY
Electronic Store - 001,Misrepresentation - M01,01/26/2018,02/08/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Restaurant - 818,Surcharge/Overcharge - S02,02/15/2017,03/03/2017,Cash Amount - AMT,Yes,BRONX,NY
Jewelry Store-Retail - 823,Misrepresentation - M01,01/23/2018,02/08/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Mailorder Misc - 319,Exchange Goods/Contract Cancelled - E01,11/28/2017,12/07/2017,Referred to Outside - RTO,,STATEN ISLAND,NY
Jewelry Store-Retail - 823,Refund Policy - R01,06/07/2017,07/10/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Fuel Oil Dealer - 814,Non-Delivery of Service - N02,04/14/2017,05/04/2017,Referred to Outside - RTO,,BROOKLYN,NY
Locksmith - 062,Misrepresentation - M01,05/08/2018,05/14/2018,Cash Amount - AMT,Yes,FRESH MEADOWS,NY
Garage - 049,Surcharge/Overcharge - S02,07/26/2017,08/25/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/06/2017,12/01/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/06/2017,07/26/2017,Consumer Took Action - CTA,No,BROAD CHANNEL,NY
Debt Collection Agency - 122,Advertising/General - A01,04/05/2018,05/02/2018,Referred to Outside - RTO,,SCOTTSDALE,AZ
Misc Non-Food Retail - 817,Refund Policy - R01,02/17/2017,03/28/2017,Consumer Took Action - CTA,No,GARDENA,CA
Restaurant - 818,Surcharge/Overcharge - S02,07/05/2017,07/17/2017,Resolved and Consumer Satisfied - SPF,Yes,QUEENS,NY
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,05/04/2018,05/10/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Travel Agency - 440,Misrepresentation - M01,01/16/2018,02/16/2018,Referred to Outside - RTO,,NEW YORK,NY
Debt Collection Agency - 122,Harassment - H01,09/19/2017,10/11/2017,Bill Reduced - BLR,Yes,AMHERST,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,09/21/2017,10/12/2017,Resolved and Consumer Satisfied - SPF,Yes,ATLANTA,GA
Employment Agency - 034,Non-Delivery of Service - N02,03/29/2018,04/17/2018,Unable to Locate Business - ULV,,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/23/2017,11/22/2017,Referred to Outside - RTO,,NEW YORK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,03/29/2018,05/02/2018,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,01/11/2017,01/31/2017,Complaint Invalid - CIN,,JAMAICA,NY
Tow Truck Company - 124,Misrepresentation - M01,01/02/2018,02/02/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Tow Truck Company - 124,Unauthorized tow,08/13/2018,09/12/2018,Cash Amount - AMT,Yes,BAYSIDE,NY
Auction House - 128,Non-Delivery of Goods - N01,08/10/2018,08/22/2018,Cash Amount - AMT,Yes,LONG IS CITY,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,03/16/2018,04/09/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Damaged Goods - D01,07/24/2017,08/22/2017,Advised to Sue - ATS,No,FARMINGDALE,NY
Tow Truck Company - 124,Misrepresentation - M01,07/24/2018,08/08/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Home Improvement Contractor - 100,Breach of Contract - B03,05/31/2017,07/06/2017,Consumer Took Action - CTA,No,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,11/29/2017,12/11/2017,Cash Amount - AMT,Yes,OZONE PARK,NY
Tow Truck Company - 124,Billing Dispute - B02,03/29/2017,05/05/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/16/2017,04/03/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/06/2018,03/12/2018,Bill Reduced - BLR,Yes,CLEVELAND,OH
Appliances - 244,Non-Delivery of Goods - N01,06/29/2017,07/24/2017,No Business Response - NVR,No,NEW YORK,NY
Dealer In Products For The Disabled - 119,Defective Goods - D02,01/11/2018,01/11/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Laundry - 064,Damaged Goods - D01,10/18/2017,11/03/2017,Complaint Invalid - CIN,,BRONX,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,09/12/2017,09/22/2017,Goods Exchanged - GEX,Yes,NEW YORK,NY
Restaurant - 818,Surcharge/Overcharge - S02,06/05/2018,06/07/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,04/17/2018,04/26/2018,Cash Amount - AMT,Yes,SUNNYSIDE,NY
