,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State,Count the number of first five most complainted states,
893,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,04/14/2017,04/24/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
894,Home Improvement Contractor - 100,Quality of Work - Q01,08/25/2017,10/11/2017,Referred to Hearing - RTH,No,ROSLYN HEIGHTS,NY,,
895,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,10/05/2017,10/11/2017,Goods Exchanged - GEX,Yes,BRONX,NY,,
896,Electronic Store - 001,Non-Delivery of Goods - N01,12/30/2016,02/10/2017,Cash Amount - AMT,Yes,WILMINGTON,DE,,
897,Dry Cleaners - 230,Damaged Goods - D01,08/14/2017,09/11/2017,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
898,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/27/2017,02/23/2017,Goods Repaired - GRS,Yes,LIVERPOOL,NY,,
899,Home Improvement Contractor - 100,Quality of Work - Q01,08/30/2017,09/19/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
900,Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/16/2018,02/28/2018,Cash Amount - AMT,Yes,HAUPPAUGE,NY,,
901,Home Improvement Contractor - 100,Quality of Work - Q01,08/10/2018,08/21/2018,Goods Repaired - GRS,Yes,SOUTH OZONE PARK,NY,,
902,Misc Non-Food Retail - 817,Misrepresentation - M01,06/08/2018,06/27/2018,Referred to Outside - RTO,,NEW YORK,NY,,
903,Debt Collection Agency - 122,Billing Dispute - B02,05/11/2018,05/31/2018,Bill Reduced - BLR,Yes,CEDAR FALLS,IA,,
904,Electronic Store - 001,Misrepresentation - M01,11/24/2017,12/11/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
905,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,07/03/2018,08/01/2018,Referred to Outside - RTO,,BROOKLYN,NY,,
906,Electronic Store - 001,Advertising/Misleading - A02,08/03/2018,09/04/2018,Advised to Sue - ATS,No,BROOKLYN,NY,,
907,Garage - 049,Exchange Goods/Contract Cancelled - E01,08/16/2017,09/06/2017,Advised to Sue - ATS,No,JAMAICA,NY,,
908,Tow Truck Company - 124,Misrepresentation - M01,10/23/2017,11/15/2017,Advised to Sue - ATS,No,MASPETH,NY,,
909,Misc Non-Food Retail - 817,Damaged Goods - D01,07/03/2017,07/31/2017,Goods Repaired - GRS,Yes,BROOKLYN,NY,,
910,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,03/28/2017,04/05/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
911,Parking Lot - 050,Misrepresentation - M01,01/27/2017,02/06/2017,Bill Reduced - BLR,Yes,NEW YORK,NY,,
912,Misc Non-Food Retail - 817,Refund Policy - R01,03/06/2017,03/09/2017,Referred to Outside - RTO,,OZONE PARK,NY,,
913,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,10/23/2017,11/22/2017,Cash Amount - AMT,Yes,JACKSON HEIGHTS,NY,,
914,Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/03/2017,11/27/2017,Referred to Outside - RTO,,STATEN ISLAND,NY,,
915,Debt Collection Agency - 122,Billing Dispute - B02,04/11/2017,04/26/2017,Bill Reduced - BLR,Yes,WEST SENECA,NY,,
916,Home Improvement Contractor - 100,Quality of Work - Q01,08/30/2017,10/20/2017,Advised to Sue - ATS,No,NEW HYDE PARK,NY,,
917,Tow Truck Company - 124,Misrepresentation - M01,10/23/2017,11/20/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
918,Tow Truck Company - 124,Billing Dispute - B02,07/24/2017,08/09/2017,Cash Amount - AMT,Yes,QUEENS VLG,NY,,
919,Retail Store - 820,Misrepresentation - M01,02/03/2017,03/13/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
920,Mailorder Misc - 319,Misrepresentation - M01,07/13/2018,07/20/2018,No Business Response - NVR,No,BRONX,NY,,
921,Home Improvement Contractor - 100,Quality of Work - Q01,01/31/2017,02/14/2017,No Business Response - NVR,No,BROOKLYN,NY,,
922,Tow Truck Company - 124,Surcharge/Overcharge - S02,03/16/2017,04/18/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
923,Tow Truck Company - 124,Misrepresentation - M01,05/04/2018,05/11/2018,Referred to Outside - RTO,,S OZONE PARK,NY,,
924,Home Improvement Contractor - 100,Misrepresentation - M01,10/13/2017,11/08/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
925,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/25/2017,06/08/2017,Consumer Took Action - CTA,No,JACKSON HTS,NY,,
926,Debt Collection Agency - 122,Billing Dispute - B02,01/20/2017,02/02/2017,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA,,
927,Laundry - 064,Gender Pricing,07/27/2017,08/09/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
928,Furniture Sales - 242,Defective Goods - D02,03/16/2018,04/02/2018,Advised to Sue - ATS,No,MANCHESTER,CT,,
929,Debt Collection Agency - 122,Billing Dispute - B02,09/14/2018,09/21/2018,Bill Reduced - BLR,Yes,WILLIAMSVILLE,NY,,
930,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,08/23/2017,10/03/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
931,Debt Collection Agency - 122,Other - Z01,02/23/2018,03/19/2018,Bill Reduced - BLR,Yes,FRISCO,TX,,
932,Garage - 049,Surcharge/Overcharge - S02,01/16/2018,01/24/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
933,Home Improvement Contractor - 100,Billing Dispute - B02,11/30/2016,01/20/2017,Referred to Hearing - RTH,No,BRONX,NY,,
934,Misc Non-Food Retail - 817,Damaged Goods - D01,07/24/2017,08/04/2017,Advised to Sue - ATS,No,NEW YORK,NY,,
935,Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/10/2018,08/31/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
936,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/10/2017,02/03/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY,,
937,Dry Cleaners - 230,Non-Delivery of Service - N02,06/13/2018,06/20/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
938,Tow Truck Company - 124,Misrepresentation - M01,03/31/2017,05/22/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
939,Home Improvement Contractor - 100,Breach of Contract - B03,01/26/2017,01/30/2017,Cash Amount - AMT,Yes,ATLANTA,GA,,
940,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/13/2018,05/29/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
941,Furniture Sales - 242,Non-Delivery of Goods - N01,08/16/2018,09/06/2018,Referred to Outside - RTO,,REGO PARK,NY,,
942,Travel Agency - 440,Non-Delivery of Goods - N01,04/13/2018,04/20/2018,Referred to Outside - RTO,,NEW YORK,NY,,
943,Appliances - 244,Damaged Goods - D01,06/27/2018,07/27/2018,Goods Exchanged - GEX,Yes,HOFFMAN ESTATES,IL,,
944,Tow Truck Company - 124,Billing Dispute - B02,07/03/2018,07/09/2018,Advised to Sue - ATS,No,BRONX,NY,,
946,Tow Truck Company - 124,Misrepresentation - M01,06/29/2018,08/01/2018,Cash Amount - AMT,Yes,BRONX,NY,,
947,Appliances - 244,Defective Goods - D02,07/27/2017,09/15/2017,Goods Exchanged - GEX,Yes,RICHFIELD,MN,,
948,Electronic Store - 001,Defective Goods - D02,10/31/2017,11/03/2017,Cash Amount - AMT,Yes,JACKSON HTS,NY,,
949,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,01/19/2018,02/12/2018,Resolved and Consumer Satisfied - SPF,Yes,SEATTLE,WA,,
950,Debt Collection Agency - 122,Billing Dispute - B02,05/04/2018,05/22/2018,No Consumer Response - NCR,,WILKES BARRE,PA,,
951,Tow Truck Company - 124,Surcharge/Overcharge - S02,04/20/2018,05/21/2018,No Business Response - NVR,No,BRONX,NY,,
952,Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,06/01/2017,06/26/2017,Out of Business - OOB,,JAMAICA,NY,,
953,Dry Cleaners - 230,Lost Property - L02,05/22/2017,06/12/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
954,Mailorder Misc - 319,Non-Delivery of Goods - N01,03/17/2017,04/07/2017,Goods Received - GDR,Yes,NEW YORK,NY,,
955,Secondhand Dealer Auto - 005,Misrepresentation - M01,10/05/2017,10/16/2017,Bill Reduced - BLR,Yes,BROOKLYN,NY,,
956,Furniture Sales - 242,Breach of Warranty - B04,12/28/2016,01/11/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY,,
959,Tow Truck Company - 124,Misrepresentation - M01,09/29/2017,10/04/2017,Cash Amount - AMT,Yes,ROCKAWAY BEACH,NY,,
960,Health Spa - 839,Breach of Contract - B03,12/20/2016,01/10/2017,Cash Amount - AMT,Yes,IRVINE,CA,,
962,Tow Truck Company - 124,Billing Dispute - B02,07/03/2018,07/18/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
963,Debt Collection Agency - 122,Billing Dispute - B02,01/12/2018,01/29/2018,Resolved and Consumer Satisfied - SPF,Yes,CHERRY HILL,NJ,,
964,Tow Truck Company - 124,Billing Dispute - B02,03/17/2017,04/20/2017,Cash Amount - AMT,Yes,BRONX,NY,,
965,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/03/2017,03/20/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY,,
966,Travel Agency - 440,Non-Delivery of Goods - N01,03/09/2017,03/23/2017,Advised to Sue - ATS,No,JACKSON HEIGHTS,NY,,
967,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,08/28/2018,08/29/2018,Out of Business - OOB,,FLANDERS,NJ,,
968,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,04/26/2017,06/09/2017,No Consumer Response - NCR,,BRONX,NY,,
969,Other,Misrepresentation - M01,05/11/2018,05/24/2018,Resolved and Consumer Satisfied - SPF,Yes,MEMPHIS,TN,,
970,Home Improvement Contractor - 100,Quality of Work - Q01,02/09/2018,03/30/2018,Resolved and Consumer Satisfied - SPF,Yes,HAUPPAUGE,NY,,
971,Electronic Store - 001,Surcharge/Overcharge - S02,06/27/2018,07/18/2018,No Business Response - NVR,No,NEW YORK,NY,,
972,Tow Truck Company - 124,Damaged Goods - D01,04/24/2018,05/10/2018,Cash Amount - AMT,Yes,ROCKAWAY BEACH,NY,,
973,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,03/15/2017,05/08/2017,No Satisfactory Agreement - NSA,No,HOUSTON,TX,,
974,Drug Store Retail - 810,Exchange Goods/Contract Cancelled - E01,11/28/2017,11/30/2017,Cash Amount - AMT,Yes,DEERFIELD,IL,,
975,Home Improvement Contractor - 100,Non-Delivery of Service - N02,03/08/2017,04/12/2017,Advised to Sue - ATS,No,JAMAICA,NY,,
976,Mailorder Misc - 319,Non-Delivery of Goods - N01,04/03/2018,04/23/2018,Unable to Locate Business - ULV,,NEW YORK,NY,,
977,Misc Non-Food Retail - 817,Breach of Contract - B03,05/18/2018,07/16/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
978,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/26/2018,08/03/2018,Advised to Sue - ATS,No,BELLEROSE,NY,,
980,Garage - 049,Damaged Goods - D01,04/24/2017,06/02/2017,Agency Collected Judgement - ACJ,Yes,NEW YORK,NY,,
981,Furniture Sales - 242,Non-Delivery of Goods - N01,07/20/2018,08/08/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,CONSHOHOCKEN,PA,,
982,Home Improvement Contractor - 100,Breach of Contract - B03,04/12/2017,05/09/2017,Referred to Hearing - RTH,No,CLIFTON,NJ,,
983,Secondhand Dealer [General] - 006,Non-Delivery of Goods - N01,03/26/2018,04/11/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
984,Secondhand Dealer Auto - 005,Damaged Goods - D01,11/02/2017,11/24/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
985,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/27/2017,08/04/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
986,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,07/03/2018,07/27/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
987,Secondhand Dealer Auto - 005,Misrepresentation - M01,03/15/2017,03/28/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
988,Garage - 049,Damaged Goods - D01,12/22/2017,12/27/2017,Referred to Outside - RTO,,NEW YORK,NY,,
989,Debt Collection Agency - 122,Billing Dispute - B02,06/06/2017,06/15/2017,Bill Reduced - BLR,Yes,ROSWELL,GA,,
990,Tow Truck Company - 124,Refund Policy - R01,09/13/2017,10/04/2017,Cash Amount - AMT,Yes,ROCKAWAY BEACH,NY,,
991,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,07/10/2017,07/21/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY,,
992,Home Improvement Contractor - 100,Quality of Work - Q01,06/06/2017,08/01/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
993,Furniture Sales - 242,Breach of Contract - B03,06/19/2018,07/05/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
994,Mailorder Misc - 319,Non-Delivery of Goods - N01,06/18/2018,07/09/2018,Consumer Took Action - CTA,No,BROOKLYN,NY,,
995,Garage - 049,Surcharge/Overcharge - S02,04/03/2018,04/26/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
996,Tax Preparers - 891,Refund Policy - R01,07/27/2017,08/15/2017,Referred to Outside - RTO,,BRONX,NY,,
997,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,03/16/2017,03/30/2017,Complaint Invalid - CIN,,NEW YORK,NY,,
998,Dry Cleaners - 230,Damaged Goods - D01,06/15/2018,07/17/2018,Advised to Sue - ATS,No,NEW YORK,NY,,
999,Electronic Store - 001,Misrepresentation - M01,02/09/2018,03/09/2018,Goods Exchanged - GEX,Yes,BRONX,NY,,
1000,Home Improvement Contractor - 100,Misrepresentation - M01,05/04/2018,06/07/2018,Advised to Sue - ATS,No,BROOKLYN,NY,,
1001,Home Improvement Contractor - 100,Quality of Work - Q01,07/27/2018,08/20/2018,Unable to Locate Business - ULV,,S RICHMOND HL,NY,,
1004,Other,Billing Dispute - B02,06/15/2017,07/14/2017,Bill Reduced - BLR,Yes,NEW YORK,NY,,
1005,Home Improvement Contractor - 100,Damaged Goods - D01,03/29/2017,05/04/2017,Referred to Hearing - RTH,No,FLUSHING,NY,,
1006,Grocery-Retail - 808,Exchange Goods/Contract Cancelled - E01,10/18/2017,10/26/2017,Complaint Invalid - CIN,,JACKSON HEIGHTS,NY,,
1008,Laundry - 064,Surcharge/Overcharge - S02,01/05/2017,01/25/2017,Complaint Invalid - CIN,,BROOKLYN,NY,,
1009,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,01/27/2017,02/17/2017,Referred to Outside - RTO,,BRONX,NY,,
1010,Home Improvement Contractor - 100,Quality of Work - Q01,07/13/2018,08/20/2018,No Business Response - NVR,No,NEW YORK,NY,,
1011,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,03/20/2018,04/04/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
1012,Furniture Sales - 242,Wrong Goods - W01,10/25/2017,11/15/2017,No Consumer Response - NCR,,BROOKLYN,NY,,
1013,Misc Non-Food Retail - 817,Misrepresentation - M01,12/04/2017,12/14/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
1014,Home Improvement Contractor - 100,Misrepresentation - M01,03/23/2017,04/14/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
1015,Employment Agency - 034,Unlicensed,04/10/2018,04/12/2018,Advised to Sue - ATS,No,NEW YORK,NY,,
1016,Retail Store - 820,Billing Dispute - B02,12/27/2016,01/20/2017,Advised to Sue - ATS,No,NEW YORK,NY,,
1017,Restaurant - 818,Non-Delivery of Goods - N01,01/05/2018,01/30/2018,Resolved and Consumer Satisfied - SPF,Yes,ELMHURST,NY,,
1018,Debt Collection Agency - 122,Billing Dispute - B02,03/02/2018,04/02/2018,Resolved and Consumer Satisfied - SPF,Yes,JACKSONVILLE,FL,,
1019,Storage Warehouse - 120,Lost Property - L02,03/28/2017,04/27/2017,No Consumer Response - NCR,,BRONX,NY,,
1020,Other,Misrepresentation - M01,07/06/2018,07/25/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
1021,Tow Truck Company - 124,Billing Dispute - B02,08/10/2018,08/23/2018,Cash Amount - AMT,Yes,BAYSIDE,NY,,
1022,Home Improvement Contractor - 100,Breach of Contract - B03,10/13/2017,11/03/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY,,
1023,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,01/26/2018,02/21/2018,No Satisfactory Agreement - NSA,No,MASPETH,NY,,
1024,Electronic & Home Appliance Service Dealer - 115,Breach of Warranty - B04,06/05/2017,06/30/2017,Cash Amount - AMT,Yes,FORT LAUDERDALE,FL,,
1025,Horse Drawn Cab Driver - 086,Surcharge/Overcharge - S02,05/30/2017,06/13/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY,,
1027,Secondhand Dealer Auto - 005,Misrepresentation - M01,12/06/2017,12/08/2017,Goods Received - GDR,Yes,JAMAICA,NY,,
1028,Misc Non-Food Retail - 817,Damaged Goods - D01,03/29/2017,05/04/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
1029,Electronic Store - 001,Misrepresentation - M01,08/24/2018,09/20/2018,Unable to Locate Business - ULV,,NEW YORK,NY,,
1030,Electronic Store - 001,Surcharge/Overcharge - S02,05/02/2017,06/22/2017,No Consumer Response - NCR,,NEW YORK,NY,,
1031,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,08/24/2017,09/06/2017,No Satisfactory Preempted - NSP,,JAMAICA,NY,,
1032,Garage - 049,Damaged Goods - D01,01/27/2017,02/16/2017,Consumer Took Action - CTA,No,BROOKLYN,NY,,
1033,Home Improvement Contractor - 100,Quality of Work - Q01,01/03/2017,01/10/2017,Consumer Took Action - CTA,No,STATEN ISLAND,NY,,
1034,Electronic Store - 001,Defective Goods - D02,10/11/2017,11/21/2017,No Satisfactory Preempted - NSP,,BROOKLYN,NY,,
1035,Tow Truck Company - 124,Misrepresentation - M01,05/17/2018,06/01/2018,Cash Amount - AMT,Yes,ROCKAWAY BEACH,NY,,
1036,Misc Non-Food Retail - 817,Misrepresentation - M01,01/05/2017,02/17/2017,Advised to Sue - ATS,No,ASTORIA,NY,,
1038,Misc Non-Food Retail - 817,Misrepresentation - M01,06/21/2017,06/23/2017,Referred to Outside - RTO,,NEW YORK,NY,,
1039,Retail Store - 820,Surcharge/Overcharge - S02,06/20/2017,06/20/2017,Bill Reduced - BLR,Yes,CINCINNATI,OH,,
1040,Tow Truck Company - 124,Surcharge/Overcharge - S02,02/07/2017,02/27/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
1041,Debt Collection Agency - 122,Billing Dispute - B02,04/25/2017,05/05/2017,Resolved and Consumer Satisfied - SPF,Yes,RENTON,WA,,
1042,Garage - 049,Misrepresentation - M01,01/09/2018,01/19/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
1043,Travel Agency - 440,Non-Delivery of Goods - N01,04/14/2017,05/10/2017,Cash Amount - AMT,Yes,JACKSON HEIGHTS,NY,,
1044,Travel Agency - 440,Surcharge/Overcharge - S02,07/24/2017,08/04/2017,Complaint Invalid - CIN,,NEW YORK,NY,,
1045,Debt Collection Agency - 122,Billing Dispute - B02,07/28/2017,08/09/2017,Bill Reduced - BLR,Yes,FLORAL PARK,NY,,
1046,Dry Cleaners - 230,Non-Delivery of Goods - N01,03/29/2017,04/25/2017,Out of Business - OOB,,WHITESTONE,NY,,
1047,Mailorder Misc - 319,Non-Delivery of Goods - N01,09/20/2017,10/11/2017,Referred to Outside - RTO,,BENTONVILLE,AR,,
1048,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/24/2017,03/21/2017,Advised to Sue - ATS,No,LISLE,IL,,
1049,Secondhand Dealer Auto - 005,Misrepresentation - M01,06/01/2018,07/18/2018,Advised to Sue - ATS,No,WYCLOFF,NJ,,
1050,Home Improvement Contractor - 100,Misrepresentation - M01,07/20/2018,08/22/2018,Advised to Sue - ATS,No,S OZONE PARK,NY,,
1051,Secondhand Dealer Auto - 005,Damaged Goods - D01,12/15/2017,01/24/2018,No Satisfactory Agreement - NSA,No,WOODSIDE,NY,,
1052,Debt Collection Agency - 122,Billing Dispute - B02,04/13/2017,05/05/2017,Bill Reduced - BLR,Yes,ROSWELL,GA,,
1053,Home Improvement Contractor - 100,Quality of Work - Q01,11/03/2017,12/11/2017,Advised to Sue - ATS,No,JAMAICA,NY,,
1054,Furniture Sales - 242,Damaged Goods - D01,11/24/2017,12/19/2017,Advised to Sue - ATS,No,BRONX,NY,,
1055,Home Improvement Contractor - 100,Quality of Work - Q01,07/14/2017,08/02/2017,Referred to Hearing - RTH,No,WESTBURY,NY,,
1056,Tax Preparers - 891,Surcharge/Overcharge - S02,03/23/2018,04/19/2018,Advised to Sue - ATS,No,BROOKLYN,NY,,
1057,Other,Non-Delivery of Goods - N01,03/02/2018,03/19/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
1058,Home Improvement Contractor - 100,Misrepresentation - M01,08/09/2017,09/05/2017,Goods Repaired - GRS,Yes,SOUTH OZONE PARK,NY,,
1059,Supermarket - 819,Other - Z01,02/27/2018,03/01/2018,Complaint Invalid - CIN,,RIDGEWOOD,NY,,
1060,Dry Cleaners - 230,Wrong Goods - W01,07/11/2017,08/07/2017,No Satisfactory Agreement - NSA,No,COLLEGE POINT,NY,,
1061,Secondhand Dealer Auto - 005,Defective Goods - D02,12/27/2016,02/17/2017,Referred to Outside - RTO,,LONG ISLAND CITY,NY,,
1062,Furniture Sales - 242,Misrepresentation - M01,02/03/2017,02/21/2017,Advised to Sue - ATS,No,BRONX,NY,,
1063,Secondhand Dealer Auto - 005,Damaged Goods - D01,02/08/2017,03/27/2017,Goods Repaired - GRS,Yes,BROOKLYN,NY,,
1064,Dry Cleaners - 230,Damaged Goods - D01,03/16/2017,04/17/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
1065,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,03/29/2017,04/20/2017,Advised to Sue - ATS,No,NEW YORK,NY,,
1066,Tow Truck Company - 124,Misrepresentation - M01,09/08/2017,09/12/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
1067,Dry Cleaners - 230,Non-Delivery of Service - N02,05/18/2017,06/13/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
1068,Travel Agency - 440,Non-Delivery of Service - N02,08/17/2018,09/05/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
1069,Furniture Sales - 242,Damaged Goods - D01,01/25/2018,03/01/2018,Advised to Sue - ATS,No,MANCHESTER,CT,,
1070,Retail Store - 820,Misrepresentation - M01,07/27/2017,08/15/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
1071,Locksmith - 062,Exchange Goods/Contract Cancelled - E01,05/09/2017,05/31/2017,Advised to Sue - ATS,No,BRONX,NY,,
1072,Home Improvement Contractor - 100,Misrepresentation - M01,05/25/2018,07/02/2018,Advised to Sue - ATS,No,CORONA,NY,,
1073,Hotel/Motel - 460,Surcharge/Overcharge - S02,03/31/2017,04/19/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
1074,Electronic Store - 001,Advertising/Misleading - A02,03/02/2017,03/10/2017,Consumer Withdrew Complaint - CWC,,JAMAICA,NY,,
1076,Tow Truck Company - 124,Surcharge/Overcharge - S02,04/13/2018,05/01/2018,Cash Amount - AMT,Yes,JAMAICA,NY,,
1077,Misc Non-Food Retail - 817,Advertising/General - A01,03/30/2017,05/08/2017,Resolved and Consumer Satisfied - SPF,Yes,HICKSVILLE,NY,,
1078,Dry Cleaners - 230,Damaged Goods - D01,07/31/2018,08/20/2018,No Business Response - NVR,No,BROOKLYN,NY,,
1079,Furniture Sales - 242,Damaged Goods - D01,05/24/2018,07/05/2018,Goods Received - GDR,Yes,BRONX,NY,,
1080,Secondhand Dealer Auto - 005,Breach of Contract - B03,06/26/2017,08/07/2017,Advised to Sue - ATS,No,LONG IS CITY,NY,,
