Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
"BEST BUY STORES, L.P.",Electronic Store - 001,,06/28/2017,08/18/2017,Referred to Outside - RTO,NA,0.00,7601,PENN AVE S,,RICHFIELD,MN,55423,11367,-73.87528440236768,40.735149591323975
DELL INC.,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,08/07/2018,09/13/2018,No Satisfactory Agreement - NSA,No,0.00,1200,E CAMPBELL RD,STE 108,RICHARDSON,TX,75081,10026,-73.94794472712037,40.80128224625127
FIRST CLASS AUTOMOTIVE EXPERTS INC.,Tow Truck Company - 124,Billing Dispute - B02,03/07/2017,04/04/2017,Cash Amount - AMT,Yes,82.00,471,DAHILL RD,,BROOKLYN,NY,11218,11209,-73.97919992430171,40.6359862828088
JEROME WIRELESS OF NY INC,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,05/18/2017,06/15/2017,Cash Amount - AMT,Yes,150.00,9,W FORDHAM RD,,BRONX,NY,10468,10467,-73.90157036157811,40.862793957614734
"QUALITY 1ST BASEMENT SYSTEMS, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,11/24/2017,12/20/2017,Cash Amount - AMT,Yes,14830.00,359,ROUTE 35,,CLIFFWOOD,NJ,07721,10314,,
"RUSSELL CELLULAR, INC.",Electronic Store - 001,Breach of Contract - B03,05/30/2017,07/19/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,651,LEXINGTON AVE,,NEW YORK,NY,10022,10065,-73.97020939436847,40.759430190185974
SYNCHRONY BANK,Debt Collection Agency - 122,Billing Dispute - B02,06/07/2018,06/21/2018,Referred to Outside - RTO,NA,0.00,PO BOX,P O BOX 965013,,ORLANDO,FL,32896,11208,,
"NISSAN OF STATEN ISLAND, LLC",Secondhand Dealer Auto - 005,Advertising/General - A01,08/16/2018,09/04/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,34982.00,1976,HYLAN BLVD,,STATEN ISLAND,NY,10306,10314,-74.0973966978463,40.58207753866628
ELMIN WIRELESS SOLUTION INCORPORATED,Electronic Store - 001,Misrepresentation - M01,05/22/2017,07/03/2017,Referred to Outside - RTO,NA,0.00,558,W 181ST ST,,NEW YORK,NY,10033,,-73.93293601807679,40.84897766372195
J. HOME KITCHEN INC.,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,06/27/2017,07/10/2017,No Satisfactory Agreement - NSA,No,0.00,4107,COLLEGE POINT BLVD,,FLUSHING,NY,11355,11435,-73.83358442101941,40.7560887618379
EDGAR CONSTRUCTION,Home Improvement Contractor - 100,Quality of Work - Q01,04/18/2017,06/05/2017,Advised to Sue - ATS,No,0.00,656,SENECA AVE,,RIDGEWOOD,NY,11385,93551,-73.90897548881334,40.703558760915534
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Advertising/Misleading - A02,10/05/2017,10/30/2017,Cash Amount - AMT,Yes,40.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,10314,-74.1697516352816,40.57655320936135
BRIGHTON EYE CENTER,Misc Non-Food Retail - 817,Misrepresentation - M01,11/08/2017,11/13/2017,Cash Amount - AMT,Yes,80.00,319,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11224,,
TOTAL HOME REMODELING INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/24/2017,10/02/2017,Referred to Hearing - RTH,No,0.00,8413,13TH AVE,1,BROOKLYN,NY,11228,11203,-74.01283704571433,40.61509135933561
TONY'S TRAVEL AGENCY,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,08/10/2017,09/06/2017,Cash Amount - AMT,Yes,100.00,4728,BROADWAY,,NEW YORK,NY,10040,10034,-73.92849113979133,40.86486407221679
QP 50/70 WEST 93RD STREET LLC,Garage - 049,Damaged Goods - D01,02/15/2017,04/07/2017,Cash Amount - AMT,Yes,500.00,,,,,,,10024,,
"SEARS, ROEBUCK AND CO.",Appliances - 244,Surcharge/Overcharge - S02,06/22/2018,07/20/2018,Bill Reduced - BLR,Yes,359.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,11428,,
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Misrepresentation - M01,08/03/2018,08/06/2018,Cash Amount - AMT,Yes,204.00,2000,EASTERN PKWY,,BROOKLYN,NY,11233,,,
"REAL DEAL FURNITURE, INC.",Furniture Sales - 242,Defective Goods - D02,01/10/2017,01/26/2017,No Satisfactory Agreement - NSA,No,0.00,1629,PITKIN AVE,,BROOKLYN,NY,11212,11207,-73.91317132204074,40.669329201999176
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Outstanding Judgment - J01,08/10/2018,08/27/2018,Agency Collected Judgement - ACJ,Yes,460.00,2711,CENTERVILLE RD,,WILMINGTON,DE,19808,10475,,
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Breach of Warranty - B04,07/27/2018,08/08/2018,Advised to Sue - ATS,No,0.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,11355,-73.83604285013006,40.7559413259008
KW KITCHEN DESIGN,Home Improvement Contractor - 100,Wrong Goods - W01,09/05/2017,10/11/2017,Advised to Sue - ATS,No,0.00,9018,LIBERTY AVE,,OZONE PARK,NY,11417,11414,,
"NATIONAL ENTERPRISE SYSTEMS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/30/2017,04/19/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,2479,EDISON BLVD,A,TWINSBURG,OH,44087,10475,,
ENCORE CONSIGNMENT,Retail Store - 820,Misrepresentation - M01,02/09/2018,02/23/2018,Advised to Sue - ATS,No,0.00,1132,MADISON AVE,,NEW YORK,NY,10028,,-73.95967132717409,40.77969414393661
ROYAL WORLD USA INC,Electronic Store - 001,Misrepresentation - M01,07/20/2018,08/08/2018,Advised to Sue - ATS,No,0.00,488,7TH AVE,,NEW YORK,NY,10018,,,
ACTIVE PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,11/28/2017,12/26/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,270,MADISON AVE,2,NEW YORK,NY,10016,11238,-73.97642220499934,40.78841606349632
ROYAL OPTICIANS INC.,Misc Non-Food Retail - 817,,06/29/2018,08/02/2018,No Satisfactory Preempted - NSP,NA,0.00,453,COLUMBUS AVE,,NEW YORK,NY,10024,10025,-73.97422118961323,40.78365896980309
"LIBERTY AUTO PARTS, INC.",Secondhand Dealer [General] - 006,Misrepresentation - M01,07/13/2017,09/05/2017,Advised to Sue - ATS,No,0.00,9709,150TH ST,,JAMAICA,NY,11435,,-73.80251538308453,40.698358487562
TOWER WEST LIVERY CENTER LLC,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,07/20/2018,08/20/2018,Advised to Sue - ATS,No,0.00,35,W 170TH ST,,BRONX,NY,10452,11377,-73.91993353047532,40.840817589992255
TRIPLE R TOWING,Tow Truck Company - 124,Surcharge/Overcharge - S02,08/25/2017,10/02/2017,Advised to Sue - ATS,No,0.00,440,E 167TH ST,,BRONX,NY,10456,10457,-73.90878061741216,40.83015707988585
ALL BORO TOWING L.L.C.,Tow Truck Company - 124,Refund Policy - R01,03/27/2018,04/10/2018,Cash Amount - AMT,Yes,16.00,1104,E 180TH ST,,BRONX,NY,10460,10463,-73.90515741663873,40.87751676619604
Peiser Floors,Home Improvement Contractor - 100,Quality of Work - Q01,05/10/2017,06/22/2017,Advised to Sue - ATS,No,0.00,60,E 42ND ST,46,NEW YORK,NY,10165,10017,-73.97210247528405,40.75557704242138
"Sears, Roebuck and Co.",Misc Non-Food Retail - 817,Damaged Goods - D01,05/18/2017,06/19/2017,Bill Reduced - BLR,Yes,378.00,3333,BEVERLY RD,A4-250B,HOFFMAN ESTATES,IL,60179,11203,-73.95472964246326,40.644773547558714
P. C. RICHARD & SON LONG ISLAND CORPORATION,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,01/19/2017,02/24/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,10475,-73.83141676165467,40.86810612291892
"LOWE'S HOME CENTERS, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,02/24/2017,04/13/2017,Cash Amount - AMT,Yes,1000.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,10312,,
"MIDLAND CREDIT MANAGEMENT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/30/2018,05/11/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,10468,,
"STATEN ISLAND FURNITURE & BEDDING OUTLET, INC.",Furniture Sales - 242,Advertising/Misleading - A02,04/26/2017,06/02/2017,Advised to Sue - ATS,No,0.00,1678,RICHMOND RD,,STATEN ISLAND,NY,10304,10306,-74.10164120894845,40.589180157073066
PARAGON CLEANERS CORP.,Dry Cleaners - 230,Non-Delivery of Goods - N01,03/17/2017,04/06/2017,Unable to Locate Business - ULV,NA,0.00,7757,VLEIGH PL,,FLUSHING,NY,11367,11367,-73.82060479417912,40.719857686449735
WONDER 99 CENT STORE,Misc Non-Food Retail - 817,Damaged Goods - D01,07/31/2018,08/10/2018,Unable to Locate Business - ULV,NA,0.00,180,UNION AVE,,BROOKLYN,NY,11211,11206,-73.9502591196412,40.70576060348393
P. C. RICHARD & SON LONG ISLAND CORPORATION,Appliances - 244,Damaged Goods - D01,12/27/2016,01/25/2017,Store Credit - SCR,Yes,762.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,11360,,
GRULLON DELIVERIES,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,10/24/2017,11/20/2017,Unable to Locate Consumer - ULC,NA,0.00,1122B,SOUTHERN BLVD,,BRONX,NY,10459,10474,-73.89189606265592,40.82708761936264
FURNITURE TO GO,Furniture Sales - 242,Damaged Goods - D01,02/16/2017,02/24/2017,No Satisfactory Agreement - NSA,No,0.00,2364,FLATBUSH AVE,,BROOKLYN,NY,11234,11230,-73.9256854874031,40.61260322860138
SUE LONDON,Wearing Apparel - 450,,09/12/2017,10/03/2017,Unable to Locate Business - ULV,NA,0.00,305,2ND AVE,,NEW YORK,NY,10003,,-73.98331149991988,40.734592855909646
"AZEEM,MOHAMMAD",Home Improvement Contractor - 100,Quality of Work - Q01,12/07/2017,01/18/2018,No Satisfactory Agreement - NSA,No,0.00,3144,DECATUR AVE,APT 1C,BRONX,NY,10467,11106,-73.87682388841934,40.872478191078706
TYC GROUP INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,11/28/2017,12/07/2017,Cash Amount - AMT,Yes,70.00,961,39TH ST,,BROOKLYN,NY,11219,11220,,
RITE WAY TOWING AND RECOVERY INC.,Tow Truck Company - 124,Receipt Incomplete/Not Given,04/05/2017,05/23/2017,Cash Amount - AMT,Yes,136.00,5435,48TH ST,,MASPETH,NY,11378,11204,,
RENT-A-CENTER,Furniture Sales - 242,Surcharge/Overcharge - S02,02/15/2017,03/28/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,5501,HEADQUARTERS DR,,PLANO,TX,75024,10459,,
"APPLE TOWING CO., INC.",Tow Truck Company - 124,Misrepresentation - M01,01/29/2018,02/14/2018,Cash Amount - AMT,Yes,228.00,856,LIBERTY AVE,,BROOKLYN,NY,11208,11219,-73.8780463723021,40.67711445760338
SMD CONSTRUCTION GROUP INC,Home Improvement Contractor - 100,Quality of Work - Q01,02/15/2017,03/24/2017,Referred to Hearing - RTH,No,0.00,1223,39TH ST,,BROOKLYN,NY,11218,11226,-73.95959231158953,40.63619515760128
DUBAI FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,07/27/2018,09/04/2018,Consumer Took Action - CTA,No,0.00,8928,165TH ST,,JAMAICA,NY,11432,11435,-73.79610097204704,40.70735839159144
BEST WAY ROOFING & PAVING,Home Improvement Contractor - 100,Quality of Work - Q01,08/30/2017,10/19/2017,No Satisfactory Agreement - NSA,No,0.00,361,POILLON AVE,,STATEN ISLAND,NY,10312,10301,-74.17420592932231,40.526003521101174
PELHAM PLUMBING & HEATING CORP.,Fuel Oil Dealer - 814,Surcharge/Overcharge - S02,04/04/2017,04/21/2017,Advised to Sue - ATS,No,0.00,2253,LIGHT ST,,BRONX,NY,10466,10469,-73.82990188126666,40.88787668687529
METROPOLITAN MEDIA QUEENS INC.,Electronic Store - 001,Misrepresentation - M01,03/22/2017,04/14/2017,No Business Response - NVR,No,0.00,9714,QUEENS BLVD,,REGO PARK,NY,11374,11375,,
SUNSHINE WIRELESS  INC,Electronic Store - 001,Misrepresentation - M01,07/24/2018,07/31/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,9619,GLENWOOD RD,,BROOKLYN,NY,11236,11236,,
MOBILE CITY NY 1 LLC,Electronic Store - 001,Advertising/Misleading - A02,10/19/2017,11/30/2017,Cash Amount - AMT,Yes,27.00,1434,110TH ST,201,COLLEGE POINT,NY,11356,10032,-73.93873252197251,40.842434762124554
"LASORSA CHEVROLET BUICK, INC.",Secondhand Dealer Auto - 005,Advertising/General - A01,05/04/2018,05/31/2018,Goods Repaired - GRS,Yes,0.00,3510,WEBSTER AVE,,BRONX,NY,10467,10473,-73.89190212669754,40.86116593153766
FLATBUSH XPRESS FURNITURE CORP,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/08/2018,07/02/2018,Advised to Sue - ATS,No,0.00,1200,FLATBUSH AVE,,BROOKLYN,NY,11226,11226,-73.95622029642043,40.64108238831805
BRIGHTON BEAUTY SUPPLY,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,08/07/2018,08/22/2018,Goods Received - GDR,Yes,111.00,419,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,07866,,
"ANG FURNITURE AND CARPET, INC",Furniture Sales - 242,Non-Delivery of Goods - N01,05/10/2018,05/29/2018,Cash Amount - AMT,Yes,350.00,1968,FLATBUSH AVE,,BROOKLYN,NY,11234,11230,-73.93591286991933,40.62170563104826
MABEL I CLEANERS INC.,Dry Cleaners - 230,Non-Delivery of Service - N02,05/24/2017,06/05/2017,Advised to Sue - ATS,No,0.00,2528,BROADWAY,,NEW YORK,NY,10025,10025,-73.97253797987793,40.793605489668955
"PORTFOLIO RECOVERY ASSOCIATES, L.L.C.",Debt Collection Agency - 122,Billing Dispute - B02,06/22/2018,07/10/2018,Bill Reduced - BLR,Yes,2078.00,130,CORPORATE BLVD,,NORFOLK,VA,23502,11691,,
"RECEIVABLES PERFORMANCE MANAGEMENT, LLC",Debt Collection Agency - 122,Billing Dispute - B02,10/13/2017,11/01/2017,Bill Reduced - BLR,Yes,1867.00,20816,44TH AVE W,,LYNNWOOD,WA,98036,11374,,
929 AUTOMOTIVE CORP,Tow Truck Company - 124,Billing Dispute - B02,04/13/2018,04/25/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1550,BRONXDALE AVE,,BRONX,NY,10462,11432,-73.85590476529975,40.84320914443381
BORN TO TAILOR,Wearing Apparel - 450,Non-Delivery of Goods - N01,04/27/2018,05/15/2018,Advised to Sue - ATS,No,0.00,380,LEXINGTON AVE,17,NEW YORK,NY,10168,10002,,
C & R TOWING LTD.,Tow Truck Company - 124,Surcharge/Overcharge - S02,03/30/2018,04/11/2018,Advised to Sue - ATS,No,0.00,11701,ATLANTIC AVE,,RICHMOND HILL,NY,11418,07024,,
FAMA SALES CORPORATION,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,01/02/2018,01/03/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,450,W 44TH ST,,NEW YORK,NY,10036,10023,,
34TH ST. CAMERA & COMPUTERS INC.,Electronic Store - 001,Surcharge/Overcharge - S02,01/18/2018,02/09/2018,Cash Amount - AMT,Yes,310.00,460,7TH AVE,STORE B,NEW YORK,NY,10123,11520,-73.99017202113583,40.751622077136794
INTERNATIONAL TAX SERVICE,Tax Preparers - 891,Misrepresentation - M01,03/29/2018,04/02/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,17207,JAMAICA AVE,,JAMAICA,NY,11432,11432,-73.78744691255265,40.707735239336564
DUBSPOT,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,06/22/2017,07/24/2017,Unable to Locate Business - ULV,NA,0.00,138,5TH AVE,,NEW YORK,NY,10011,10029,,
GABI COSMETICS,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,12/08/2017,12/19/2017,Complaint Invalid - CIN,NA,0.00,57,W 57TH ST,,NEW YORK,NY,10019,07644,-73.97574145656893,40.76371877676414
MERCURY PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,01/12/2017,01/24/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10.00,350,W 50TH ST,,NEW YORK,NY,10019,07481,-73.98795748530982,40.763059218432
MAVIS DISCOUNT TIRE,Other,Defective Goods - D02,01/26/2018,02/26/2018,Cash Amount - AMT,Yes,292.00,200,NORTHERN BLVD,,GREAT NECK,NY,11021,11375,,
"IMPERIAL PARKING (U.S.), LLC",Garage - 049,Damage / Estimate,06/01/2018,07/05/2018,Advised to Sue - ATS,No,0.00,307,7TH AVE,STE 301,NEW YORK,NY,10001,11217,-74.00802834348362,40.70316628891907
UNIQUE STAIR BUILDERS INC,Home Improvement Contractor - 100,Quality of Work - Q01,03/17/2017,05/08/2017,No Satisfactory Agreement - NSA,No,0.00,10405,150TH ST,,JAMAICA,NY,11435,11432,-73.80229365308712,40.69772955364521
SMART UNLIMITED WIRELESS CORP.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,04/27/2017,05/09/2017,No Satisfactory Agreement - NSA,No,0.00,180,PARKSIDE AVE,STE B,BROOKLYN,NY,11226,11226,-73.961714538868,40.65493452765853
337 PARKING LLC,Garage - 049,Damage / Estimate,07/27/2018,08/20/2018,Advised to Sue - ATS,No,0.00,770,LEXINGTON AVE,,NEW YORK,NY,10065,,-73.96109269588081,40.76333598652107
HEIGHTS 183 PARKING LLC,Garage - 049,Damage / Estimate,05/24/2017,06/20/2017,Cash Amount - AMT,Yes,5194.00,270,MADISON AVE,2,NEW YORK,NY,10016,11704,,
BEAR TRANSPORTATION LLC,Tow Truck Company - 124,Misrepresentation - M01,03/06/2017,03/22/2017,Cash Amount - AMT,Yes,136.00,953,COLGATE AVE,,BRONX,NY,10473,10461,,
IMPARK HSW LLC,Garage - 049,Damaged Goods - D01,04/04/2017,05/05/2017,Goods Repaired - GRS,Yes,2303.00,1212,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,11030,-73.99049600907031,40.75753977644577
FLAMINGO FURNITURE CORP.,Furniture Sales - 242,Damaged Goods - D01,06/27/2017,07/11/2017,Advised to Sue - ATS,No,0.00,5109,5TH AVE,,BROOKLYN,NY,11220,10467,-74.01101213757693,40.64442510867938
WISE CHOICE HOME IMPROVEMENT CORP,Home Improvement Contractor - 100,Non-Delivery of Service - N02,01/10/2017,03/06/2017,Referred to Hearing - RTH,No,0.00,56,BLOOMINGDALE RD,,HICKSVILLE,NY,11801,11221,-73.91284492741246,40.692901075756296
ABS CLEANING SERVICES,Employment Agency - 034,Non-Delivery of Service - N02,09/28/2017,10/30/2017,Unable to Locate Business - ULV,NA,0.00,1350,6TH AVE,2,NEW YORK,NY,10019,11691,-73.97834090743741,40.76273118749094
"MALCOLM S. GERALD & ASSOCIATES, INC",Debt Collection Agency - 122,Billing Dispute - B02,08/09/2017,09/15/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,332,S MICHIGAN AVE,STE 600,CHICAGO,IL,60604,11234,,
QUIK PARK WEST 62ND ST. LLC,Garage - 049,Surcharge/Overcharge - S02,06/15/2017,06/22/2017,Cash Amount - AMT,Yes,44.00,270,MADISON AVE,2,NEW YORK,NY,10016,,-73.9834389353258,40.77354356574465
SUPREME FURNITURE INC.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,07/26/2018,08/16/2018,Advised to Sue - ATS,No,0.00,1818,86TH ST,,BROOKLYN,NY,11214,10314,-74.00224368982862,40.6070031452681
DAYS INN HOTEL,Hotel/Motel - 460,Surcharge/Overcharge - S02,03/29/2018,04/16/2018,Advised to Sue - ATS,No,0.00,215,W 94TH ST,,NEW YORK,NY,10025,08701,-73.97193871238676,40.793023462573814
,Tow Truck Company - 124,Surcharge/Overcharge - S02,12/30/2016,01/19/2017,Referred to Outside - RTO,NA,0.00,,,,,,,10033,,
STANFORD CONSULTING FIRM,Employment Agency - 034,Billing Dispute - B02,05/17/2018,06/11/2018,Unable to Locate Business - ULV,NA,0.00,350,5TH AVE,59,NEW YORK,NY,10118,10467,-73.98464341134478,40.74834149921276
INFINITE BEAUTY,Misc Non-Food Retail - 817,Misrepresentation - M01,08/11/2017,08/28/2017,Cash Amount - AMT,Yes,5600.00,1031,3RD AVE,,NEW YORK,NY,10065,11102,,
INTERNATIONAL TOWING & RECOVERY INC.,Tow Truck Company - 124,Misrepresentation - M01,02/20/2018,03/08/2018,Cash Amount - AMT,Yes,100.00,21525,99TH AVE,,QUEENS VLG,NY,11429,11423,-73.74380267082242,40.71455222737292
"CONVERGENT OUTSOURCING, INC.",Debt Collection Agency - 122,Billing Dispute - B02,12/29/2016,01/09/2017,Bill Reduced - BLR,Yes,145.00,PO BOX,9004,,RENTON,WA,98057,10031,,
REPAIR ON SIGHT INC,Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,09/25/2018,09/27/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,540,OCEAN PKWY,1R,BROOKLYN,NY,11218,07002,,
RIGHT WAY CO.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/15/2017,01/12/2018,Advised to Sue - ATS,No,0.00,165,CLASSON AVE,,BROOKLYN,NY,11205,11203,,
ASTRO GALLERY OF GEMS INC.,Jewelry Store-Retail - 823,Breach of Contract - B03,03/23/2017,05/02/2017,Advised to Sue - ATS,No,0.00,185,MADISON AVE,,NEW YORK,NY,10016,34685,,
809 COLLISION INC,Tow Truck Company - 124,Misrepresentation - M01,07/13/2017,07/27/2017,Cash Amount - AMT,Yes,136.00,600,E 156TH ST,,BRONX,NY,10455,11207,-73.9095655332349,40.818945527245326
AMERITECH FINANCIAL,Debt Collection Agency - 122,Billing Dispute - B02,07/26/2018,08/20/2018,Cash Amount - AMT,Yes,552.00,5789,STATE FARM DR,265,ROHNERT PARK,CA,94928,11212,,
LUIS FURNITURE #2,Furniture Sales - 242,Non-Delivery of Goods - N01,04/19/2017,05/08/2017,No Business Response - NVR,No,0.00,1985,AMSTERDAM AVE,,NEW YORK,NY,10032,10453,-73.94142918032631,40.833675047439094
CKGS APPLICATION CENTER NEW YORK,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,03/28/2017,04/14/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,235,W 23RD ST,2,NEW YORK,NY,10011,,,
,Pedicab Driver - 131,Surcharge/Overcharge - S02,08/10/2018,09/04/2018,Advised to Sue - ATS,No,0.00,,,,,,,,,
ASAP TOWING INC.,Tow Truck Company - 124,Misrepresentation - M01,02/16/2017,04/20/2017,Referred to Hearing - RTH,No,0.00,5609,56TH TER,,MASPETH,NY,11378,11106,-73.91410330228676,40.7238025822284
170 PARK ROW PARKING CORP,Garage - 049,Surcharge/Overcharge - S02,10/16/2017,10/30/2017,Cash Amount - AMT,Yes,29.00,107,W 13TH ST,,NEW YORK,NY,10011,10950,-73.99949859872297,40.713887613229694
WALKIN COOLER,Electronic & Home Appliance Service Dealer - 115,Breach of Warranty - B04,01/04/2017,01/27/2017,Unable to Locate Business - ULV,NA,0.00,485,E 180TH ST,,BRONX,NY,10457,11377,-73.8953230790979,40.85135677239503
GO NEWYORK TOURS INC,Sightseeing Bus - 078,Advertising/General - A01,05/25/2017,06/09/2017,Store Credit - SCR,Yes,207.00,2,E 42ND ST,,NEW YORK,NY,10017,20852,-73.98065392916737,40.75337202022346
RUSSIAN AMERICAN TRAVEL (RAT) INC.,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,12/21/2016,01/10/2017,Cash Amount - AMT,Yes,1100.00,2242,86TH ST,,BROOKLYN,NY,11214,11223,-73.99272213909377,40.60126356775458
SP+ PARKING,Garage - 049,Misrepresentation - M01,07/06/2017,07/17/2017,Bill Reduced - BLR,Yes,107.00,4172,BROADWAY,,NEW YORK,NY,10033,10033,-73.93812449260452,40.84723218585753
"NEMET MOTORS, LLC",Secondhand Dealer Auto - 005,Breach of Contract - B03,12/29/2017,02/06/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,15312,HILLSIDE AVE,,JAMAICA,NY,11432,10466,-73.80423463251647,40.70729291337505
KAPOS AUTO II INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,03/29/2017,04/21/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1500.00,5801,COOPER AVE,,GLENDALE,NY,11385,11208,-73.89606156256447,40.693359242282305
"NAIDOO, KALIMOOTOO",Employment Agency - 034,Misrepresentation - M01,04/07/2017,04/19/2017,Cash Amount - AMT,Yes,75.00,7230,BROADWAY,4,JACKSON HEIGHTS,NY,11372,10459,,
DEWAN MOTORS LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,10/16/2017,10/19/2017,Out of Business - OOB,NA,0.00,1543,BUSHWICK AVE,,BROOKLYN,NY,11207,11212,-73.90527658633484,40.682184993981046
"F G MOTORS TRADING, CORP.",Secondhand Dealer Auto - 005,Breach of Contract - B03,09/29/2017,10/16/2017,Referred to Outside - RTO,NA,0.00,3058,BOSTON RD,,BRONX,NY,10469,11691,-73.85644192620869,40.87063490119264
"ESNA CONSTRUCTION, CORP.",Home Improvement Contractor - 100,Damaged Goods - D01,08/09/2017,09/11/2017,Referred to Hearing - RTH,No,0.00,5101,13TH AVE,APT 3F,BROOKLYN,NY,11219,11201,-73.99098026441446,40.69999326625277
